company_id,company_name,country,address,source_of_address
11223507,AAS BTA Baltic Insurance Company Eesti filiaal,LVA,"Sporta 11, Riia",general_data
12880288,"AB ""Iron Mountain Lithuania"" Eesti filiaal",LTU,Vilniaus r. sav. Gineitiškiu k. Žirgu g. 3 LTU,general_data
12831829,AB “Lietuvos draudimas“ Eesti filiaal,LTU,"J. Basanavi�?iaus g. 10, Vilnius",general_data
10190154,ABLOY OY EESTI FILIAAL,FIN,Wahlforssinkatu 20  80100 Joensuu Soome Vabariik,general_data
10538781,AB OVO Systems GmbH Eesti filiaal,DEU,"Johannesbeerstrasse 1, Stuttgart",general_data
14921181,Accord Healthcare AB Eesti filiaal,SWE,Frösundaviks Allé 1  169 70 Solna,general_data
12664283,ACKERMANN BELLMER LLC Eesti filiaal,USA,"Coastal Hwy 16192, Lewes, Delaware 19958",general_data
16761072,ADDO Serviss SIA Eesti filiaal,LVA,"Augļu iela 3, Riga",general_data
11210479,adidas Baltics SIA Eesti filiaal,LVA,"Vīlandes iela 3-8, Riia",general_data
14381709,Adroc Bygg & Tak AB Eesti filiaal,SWE,"Kastanjevägen 31, Tullinge",general_data
10819882,ADVENTUS SOLUTIONS SIA Eesti filiaal,LVA,"L�?�?plēša iela 87e, Riia, LV-1011",general_data
12187972,Agromino a.s. Eesti filiaal,CZE,"Churnajevova 1217/10, Modřany, Prahha 4",general_data
12870396,AIRLINE MARKETING AND SALES ApS Eesti filiaal,DNK,"Vester Farimagsgade 6. 1. 1040, Kopenhaagen V",general_data
12523542,AITA AS Eesti filiaal,NOR,"c/o Agente AS, Henrik Ibsens gate 20, Oslo",general_data
10717816,AKCIJU SABIEDRIBA BMGS EESTI FILIAAL,LVA,Gertrudes 33/35 Riia LV-1011,general_data
11193232,"Akciné draudimo bendrové ""Gjensidige "" Eesti filiaal",LTU,"Žalgirio g. 90, Vilnius",general_data
10006015,Aktsiaselts E. K. & Sidum Limited Eesti filiaal,BHS,43 Elizabeth Avenue  Nassau,general_data
10363360,Aktsionernoje obsestvo zakrõtnogo tipa Artell-T Eesti filiaal,RUS,"Sovetskaja 192A, Tambov",general_data
10541398,Alfa Oil AG Eesti filiaal,USA,"25 Greystone Manor, Lewes, DE",general_data
10554774,Alfred H. Knight Eastern Europe Ltd. Eesti Filiaal,GBR,"Alfred H Knight Group Headquarters (Uk), Kings Business Park, Kings Drive, Prescot L34 lPJ",general_data
16527376,Amazon Web Services EMEA SARL Eesti filiaal,LUX,"38 avenue John F. Kennedy, 1885",general_data
14703874,AMC Yacht Training Center LLC Eesti filiaal,USA,"USA County of Sussex, aadress 16192, Coastal Highway, Lewers, Delaware 19958, County of Sussex, USA",general_data
11069934,Amer Sports Suomi Oy Eesti filiaal,FIN,"Siltasaarenkatu 8-10, Helsingi",general_data
10978818,AO GLAVBOLGARSTROI EESTI filiaal,BGR,Damjanitsa 3-5 Sofia,general_data
16833535,Apleona Danmark A/S Eesti filiaal,DNK,"C/O Intertrust Sundkrogsgade 21, Kopenhaagen",general_data
10199735,ARNO TRADING LIMITED EESTI FILIAAL,VGB,"Mill Mall, Suite 6, Wickhams Cay 1, P.O.Box 3085",general_data
10376968,Arton Corporation Eesti filiaal,USA,"25 Greystone Manor, Lewes, DE 19958",general_data
16075916,Arvato Systems Latvia SIA Eesti filiaal,LVA,"Skanstes tn 25, LV-1013, Riia",general_data
10758583,ASBEL LIMITED Eesti FILIAAL,GBR,London 48 Queen Anne Street,general_data
11971924,AS Citadele banka Eesti filiaal,LVA,"Republikas laukums 2A, LV-1010, Riia",general_data
11025925,AS Grindeks Eesti filiaal,LVA,"Krustpils 53, Riia",general_data
12632455,AS LNK Industries Eesti filiaal,LVA,"Sporta iela 7 k-1, Riia",general_data
10182143,AS PRO MED LLC Eesti filiaal,USA,"USA 25 Greystone Manor, Lewes, DE",general_data
10038216,As Statam Ltd Eesti filiaal,USA,1050 S.State Street Dover,general_data
11951856,Atos IT Solutions and Services Oy Eesti filiaal,FIN,"Fabianinkatu 23, Helsingi",general_data
17039800,Autoalkatresz Hungary Korlatolt Felelössegü Tarsasag Eesti filiaal,HUN,"Paal Laszlo utca 15, 2142 Nagytarcsa",general_data
14620858,AVETIS GmbH Eesti filiaal,DEU,"Hackfeldstrasse 25, Bremen",general_data
11739866,AVIASOLE BUSINESS AVIATION Eesti filiaal,CYP,"Kennedy, 12, Kennedy Business Center, 5th Floor, Office 504, P.C. 1087, Nicosia",general_data
10493334,AVIZE BIZNESS & BALTIJA Eesti filiaal,LVA,"Balasta dambis 3, Riia",general_data
10219432,Avon International Investments Eesti filiaal,IRL,"Dublin 2, Lower Baggot Street 41, Suite 4.",general_data
12835359,B4U TAX FREE LIMITED Eesti filiaal,GBR,"C/O PATRICK HELLMANN COLLECTION 54 ST James Street, London, SW1A 1JT",general_data
10637678,BAConsult Inc. Eesti filiaal,USA,"25 Greystone Manor, Lewes, Delaware",general_data
16783777,Balcia Insurance SE Eesti filiaal,LVA,"Krišj�?ņa Valdem�?ra 63, Riia",general_data
10448256,Balkancarpodem OOD Eesti filiaal,BGR,18 Kliment Ohridski Blvd. 1040 Sofia,general_data
10218591,Baltic Marine Transport Eesti filiaal,IRL,"Dublin 2, Lower Baggot Street 41, Suite 4.",general_data
10112409,Baltic Venture Advisers Oy Ab Eesti filiaal,FIN,Erottajankatu 5A  Helsinki,general_data
10426444,Batma Eesti Filiaal,UZB,Taškent Jusupova 78-1,general_data
11880694,BAXLEY CHEMICALS LIMITED Eesti Filiaal,GBR,"40 Craven Street, Charing Cross, London, WC2N 5NG",general_data
12664372,Belafarm Fund Eesti filiaal,USA,"New Market Group LLC, 105 Chandler Avenue, Wilmington, Delaware 19807",general_data
16309656,Belgacom International Carrier Services Eesti filiaal,BEL,"Boulevard du Roi AlbertII 27, 1030 Schaerbeek",general_data
10622636,Bellington Publishing Company Eesti filiaal,NIU,"No. 2 Commercial Centre Square, P.O. Box 71, Alofi",general_data
12420003,Benefit Brokers Oy Eesti filiaal,FIN,"Eteläesplanadi 22 B, Helsinki 00130",general_data
14171610,BEPAY LIMITED Eesti filiaal,GBR,"Suite B, 29 Harley Street, London, W1G 9QR",general_data
10471516,BESTRON LTD Eesti filiaal,MUS,Port Louis 4 Floor Li Wan Po House 12,general_data
14925730,Beta Industry Service LLC Eesti filiaal,UKR,"Ukraina, 01042, Kiievi linn, Chigorini tänav, maja 49, kontor 3",general_data
14364533,BILL.ME LTD Eesti filiaal,GBR,"85 Great Portland Street, London, England, W1W 7LT",general_data
17131137,Biocodex Oy Eesti filiaal,FIN,"Metsänneidonkuja 4, Espoo",general_data
10568055,Bjorn Lilleseth Tekstilagentur Eesti filiaal,NOR,"Munkerudv 55, 1165 Oslo",general_data
10174712,B.M.B.-S.D.Trading Corporation Limited Eesti filiaal,ISV,"Columbus Centre Building Wickhams Cay, Road Town Tortola",general_data
11716380,Boehringer Ingelheim RCV GmbH & Co KG Eesti filiaal,AUT,"Dr. Boehringer-Gasse 5-11, 1121, Viin",general_data
10223770,Bracknell Investments SA Eesti filiaal,VGB,Tortola Road Town P.O. BOX 146,general_data
12179843,BRANDINC JEWELLERY Sp. z o.o. Eesti filiaal,POL,"1 Sierpnia tn 6, D Hoone Varssavi 02-134",general_data
10010956,British Building & Trade Company Eesti filiaal,VGB,"P.O. Box 116, Road Town The Creque Building Tortola",general_data
11458819,BSH Home Appliances AB Eesti filiaal,SWE,"P.O.Box 503, Landsvägen 32, Solna",general_data
16076086,BTCBIT sp. z o.o. Eesti filiaal,POL,"Gesia tn 17, ruum 205 linn: Krakow,",general_data
11455991,Business Promotion Consult Corp. Eesti filiaal,USA,"25 Greystone Manor, Lewes, DE 19958-9776",general_data
14666855,C6 SAFE GROUP LIMITED Eesti filiaal,CYP,"Orfeos 3, Nicosia 1070",general_data
12588056,Car Hire Labs SA Eesti filiaal,CHE,"Via Vedeggio 4, 6928 Manno",general_data
14055507,Car Rental Gateway Limited Eesti filiaal,GBR,"Office 17, Access House, Manor Road, West Ealing, London",general_data
10205513,Ceratec Enterprises Ltd.Eesti Filiaal,CYP,"20 Queen Frederica Str., EL GRECO HOUSE, Office 104, Nicosia",general_data
16215814,Checkout Technology LTD Eesti filiaal,GBR,"Wenlock Works, Shepherdess Walk, London, N1 7BQ",general_data
10709290,"Command Trade Agency, Inc. Eesti filiaal",USA,"Lewes, DE 19958, 25 Greystone Manor, DE19958",general_data
12970620,"Compensa Vienna Insurance Group, ADB Eesti filiaal",LTU,"Ukmergns g. 280, Vilniuse linn, Vilniuse linna omavalitsus",general_data
10654352,Complete Industries Limited Eesti Filiaal,GBR,"1Lumley Street, Mayfair, London W1Y 2NB",general_data
10179075,Control Services Limited Eesti filiaal,GIB,Turnbull's Lane 25,general_data
16056534,Corteva Agriscience Denmark A/S Eesti filiaal,DNK,"Langebrogade 1, 1411 Kopenhaagen",general_data
14910504,CUSTODIAN TRADE LTD Eesti filiaal,GBR,"51 Lime Street London EC3M 7 DQ, GBR",general_data
10643029,Danka AG Eesti filiaal,USA,"25 Greystone Manor, Lewes DE 19958",general_data
16438508,Decathlon Lietuva UAB Eesti filiaal,LTU,"ikingu g. 5, 02182 Vilnius",general_data
16705530,Dell Products Unlimited Company Eesti filiaal,IRL,70 Sir John Rogerson's Quay Dublin - 2,general_data
